1627929435585,389.04,816.94,nan
1627929436056,315.42,816.94,315.52
1627929436485,303.76,53.06,305.91
1627929436917,303.76,53.06,54.65
1627929437319,53.23,52.93,54.65
1627929437719,53.23,52.93,54.65
1627929438124,53.28,52.93,54.65
1627929438524,53.47,53.14,54.65
1627929438925,53.47,53.14,54.74
1627929439328,53.42,53.23,54.74
1627929439729,53.42,53.23,54.88
1627929440132,53.44,53.23,54.74
1627929440535,53.44,53.16,54.74
1627929440936,53.51,53.16,54.67
1627929441338,53.70,53.68,54.67
1627929441739,53.70,53.68,54.53
1627929442141,53.45,53.12,54.66
1627929442548,53.45,53.19,54.66
1627929442948,53.42,53.19,54.84
1627929443350,53.42,53.13,54.84
1627929443750,53.42,53.13,55.21
1627929444150,53.64,53.27,55.21
1627929444556,53.64,53.27,55.21
1627929444959,53.44,53.27,54.91
1627929445360,53.44,53.24,54.91
1627929445761,53.71,53.24,54.78
1627929446160,54.16,53.52,54.78
1627929446563,54.16,53.52,54.70
1627929446966,54.71,53.89,54.55
1627929447370,54.71,53.76,54.55
1627929447770,54.10,53.76,54.91
1627929448171,54.10,53.53,54.91
1627929448577,54.10,53.53,55.28
1627929448979,53.92,53.67,55.28
1627929449381,53.92,54.02,55.28
1627929449781,54.61,54.02,54.63
1627929450183,54.61,53.42,54.63
1627929450586,53.73,53.42,54.92
1627929450988,53.98,54.06,54.92
1627929451391,53.98,54.06,54.84
1627929451793,54.18,54.06,54.69
1627929452193,54.18,53.63,54.69
1627929452596,53.71,53.63,55.16
1627929452997,53.71,53.26,55.16
1627929453401,53.71,53.26,55.13
1627929453801,53.64,53.49,55.13
1627929454201,53.64,62.60,55.13
1627929454606,53.85,62.60,55.22
1627929455009,53.85,56.60,55.22
1627929455412,53.61,53.71,55.23
1627929455813,53.61,53.47,55.23
1627929456214,53.61,54.48,55.23
1627929456614,53.72,54.48,55.38
1627929457015,53.72,53.63,55.38
1627929457421,53.93,53.63,54.93
1627929457823,53.93,53.70,54.93
1627929458221,54.24,53.70,55.03
1627929458628,54.11,53.70,55.37
1627929459028,54.11,53.65,55.37
1627929459428,53.59,53.65,55.62
1627929459833,53.59,53.71,55.62
1627929460231,54.75,53.71,54.48
1627929460636,54.75,54.22,54.48
1627929461038,54.75,54.26,54.48
1627929461444,54.99,54.26,54.64
1627929461845,54.99,54.19,54.64
1627929462244,54.50,54.19,54.95
1627929462648,54.50,54.22,54.95
1627929463055,54.32,54.22,55.15
1627929463453,54.26,54.22,55.10
1627929463856,54.26,53.84,55.10
1627929464254,54.88,53.84,54.73
1627929464659,54.88,54.20,54.73
1627929465059,54.26,54.20,55.18
1627929465463,54.26,54.20,55.18
1627929465864,54.26,53.06,55.18
1627929466263,53.68,53.06,55.39
1627929466670,53.68,53.27,55.39
1627929467070,53.69,53.27,55.54
1627929467474,53.69,53.51,55.54
1627929467875,53.87,53.31,55.03
1627929468275,53.87,53.31,55.16
1627929468682,53.87,54.00,55.16
1627929469083,54.10,54.00,54.79
1627929469485,54.10,53.49,54.79
1627929469886,54.07,53.49,55.24
1627929470286,54.07,53.49,55.48
1627929470692,53.49,53.45,55.48
1627929471093,53.81,53.45,55.61
1627929471495,53.81,53.52,55.61
1627929471897,53.94,53.52,55.46
1627929472294,53.94,53.73,55.46
1627929472700,53.89,53.73,55.46
1627929473102,53.89,53.73,55.48
1627929473504,53.89,53.80,55.48
1627929473905,54.24,53.80,54.79
1627929474308,54.24,54.09,54.79
1627929474709,54.45,53.94,55.48
1627929475114,54.45,53.94,54.95
1627929475516,54.46,54.03,54.95
1627929475919,53.81,54.03,55.63
1627929476318,53.81,53.60,55.63
1627929476719,53.58,53.60,55.99
1627929477125,53.58,53.60,55.99
1627929477524,53.95,54.02,55.99
1627929477926,53.95,54.02,55.49
1627929478329,53.95,53.79,55.49
1627929478730,54.07,53.79,55.47
